Job_Title,Company,Location,Salary,Summary
Staff Software Engineer,Tesla,"Fremont, CA",None,"Develop scalable solutions using tools like Angular, C# dotNet, MySQL and other open stack frameworks. Infrastructure as Code, Zero Downtime Deployments,…"
"Software Engineer, Internship",Palantir Technologies,"Palo Alto, CA",None,"If these types of projects excite you, we'd love for you to join us. At Palantir, we’re passionate about building software that solves problems."
Software Developer,Oracle,"Seattle, WA",None,"Strong knowledge of C, C++ or Java, and experience with scripting languages such as Python, Perl, etc. OCI is committed to providing the best in cloud products…"
Software Engineer,Credit Sesame,"Mountain View, CA",None,"In this role, you'd work out of our Mountain View office, which is located within walking distance of the Caltrain station and in the heart of downtown Mountain…"
Software Engineer Level 1,Honeywell,None,None,You will be an active and integral member of a team to achieve the completion of goals. Bachelors degree in Computer Engineering or Software Engineering.
Software Engineer,Confidential,None,None,We are based in San Francisco and would set you up in a co-working space local to you. This not a great opportunity if you want to work a set number of hours…
Software Engineer - Back-end Development,Tynker,None,None,We are looking for a strong back-end developer to lead the development of our educational platform that revolutionizes the way schools use technology.
Sr. Software Engineer - ColdFusion,Clear Capital,None,None,"Receive great benefits like 401(k) match, and health benefits, PTO and paid holidays. You’re passionate about our mission to disrupt how banks, lenders and…"
Robotics Software Engineer,Top Flight Technologies,None,None,"We are looking for individuals that have solid programming and problem-solving expertise in the field of robotics, that can work both autonomy algorithms and…"
Senior Software Engineer,Blue Sages,None,None,"Defect Tracking and Control – Find, investigate and report product problems, representing the customer’s interest in R&D. Must have Strong Linux experience."
Software Backend Engineer,Oath Inc,"Sunnyvale, CA",None,"Programming proficiency in Java, Python or Go. We take pride in our apps and the service we bring to millions of users, each day, all over the world."
Software Dev Engineer,Oath Inc,"Sunnyvale, CA",None,"Whether you’re looking to write mobile app code, engineer the servers behind our massive ad tech stacks, or develop algorithms to help us process 4 trillion…"
Software Engineer (Multiple Openings),RingCentral,"Belmont, CA",None,"Experience with Java, JavaScript, Python, Perl, Ruby, Go, PISQL, ReactJS, Angular, VUE, Amazon AWS deployment, Google Cloud, Kubernetes, Puppet, Ansible, Docker…"
"Front End Engineer, University Grad",Facebook,"Seattle, WA 98101 (Downtown area)",None,"1 or more years of experience with Object Oriented JavaScript Frameworks (Prototype JS, MooTools, Dojo, etc.). Do you like shipping code at a rapid pace?"
Software Engineer,Uber,"Seattle, WA 98104",None,"With locations in San Francisco and Pittsburgh, the Advanced Technologies Group is comprised of Uber’s self-driving engineering team dedicated to self-driving…"
iCloud Software Engineer,Apple,"Santa Clara Valley, CA",None,"At Apple, new ideas have a way of becoming phenomenal products, services, and customer experiences very quickly. Imagine what you could do here."
Java Developer,Mentor US Global LLC,"San Jose, CA",None,Our direct client is looking for Java Developer with 3+ year's s experience. Responsible for developing new test framework in Java.
Software Engineer,Walmart eCommerce,"Sunnyvale, CA 94087",None,Design and implement unified Data pipelines using Apache Storm/Spark/Flink/Beam or any similar frameworks. Experience in designing and implementing unified data…
Senior Software Engineer,Netflix,"Los Gatos, CA 95032",None,"Some of the technologies we use to develop on our Paved Path are Java (and JVM based languages), Spring Boot, gRPC, and a lot of Netflix Open Source Software."
Robotics Software Engineer,Top Flight Technologies,None,None,Java GUI development a plus. Develop firmware and embedded software in C/C++ and python. Work side by side with a world-class technology and business leadership…
Sr. Software Engineer - ColdFusion,Clear Capital,None,None,"Disrupt the Real Estate data industry by bringing cloud based, enterprise software and data services to the market for big banks, lenders and investors."
Sr. Software Engineer,CSPA,None,None,"Mergesort is seeking a Software Developer on behalf of our hiring partner, a well-funded startup in San Francisco Bay Area. You bring out the best in your team."
Software Engineer,Confidential,None,None,"We have one large project that is in Go, using Google Cloud, and another project that is in PHP and also uses some Google Cloud features."
Software Engineer - Back-end Development,Tynker,None,None,Our learning platform delivers courses that teach block coding students in kindergarten to high school where they learn JavaScript and Python.
Software Engineer,Strategic America,None,None,The Software Engineer II associate functions as a strong developer to serve our IS team with the needs of external client as well as internal agency developer…
Senior Software Engineer,Blue Sages,None,None,"BS or higher in Electrical Engineering, or Computer Engineering (or similar degree) or equivalent relevant work experience. Must have Strong Linux experience."
Software Engineer (Recent Grad),IoTium,"Santa Clara, CA",None,"We are looking a superstar Recent Engineering Graduate to join our team! As THE IoT Edge-Cloud company, IoTium enables building and industrial automation, oil &…"
Software Engineer I,LexisNexis,"Sacramento, CA 95833 (South Natomas area)",None,"The State Net office, located in the heart of midtown, offers an open work atmosphere with collaboration spaces for teams to huddle in."
Software Developer I,FedEx Services,"Brookfield, WI",None,"If you would like to make a difference on a global scale while receiving top notch benefits, competitive pay, and plenty of opportunities to develop, click …"
Software Developer,Discover Financial Services,"Riverwoods, IL",None,"We’re all about people, and our employees are why Discover is a great place to work. Be the reason we help millions of consumers build a brighter financial…"
